-0.56935,0.68296,-2.1715,0.42651,-1.069,2.0915,0.75585,0.85572,-2832.1784
 -0.55815,0.68296,-2.1715,0.42651,-1.0738,2.0963,0.75585,0.85572,-2832.4737
 -0.55927,0.65866,-2.1715,0.42651,-1.0738,2.0963,0.75585,0.85572,-2832.9708
 -0.55927,0.65866,-2.1715,0.42651,-1.0738,2.0963,0.75585,0.85572,-2832.9708
 -0.55927,0.65866,-2.1715,0.42651,-1.0738,2.0963,0.75585,0.85572,-2832.9708
 -0.55927,0.72803,-2.1322,0.42651,-1.0358,2.0963,0.75585,0.85572,-2834.9627
 -0.55927,0.72803,-2.1322,0.42651,-1.0358,2.0963,0.75585,0.85572,-2834.9627
 -0.55927,0.69125,-2.1643,0.42651,-1.0358,2.082,0.75585,0.85572,-2833.3008
 -0.57037,0.69125,-2.2175,0.4182,-0.9579,2.082,0.73991,0.85572,-2833.2642
 -0.57037,0.69125,-2.2175,0.4182,-0.9579,2.082,0.73991,0.85572,-2833.2642
 -0.87061,0.69125,-2.2175,0.4182,-1.0431,2.082,0.68688,0.85572,-2833.5042
 -0.7603,0.65785,-2.2816,0.42423,-1.0675,2.082,0.75589,0.85572,-2835.1318
 -0.7603,0.65785,-2.2816,0.42423,-1.0675,2.082,0.75589,0.85572,-2835.1318
 -0.7603,0.65785,-2.2816,0.42423,-1.0675,2.082,0.75589,0.85572,-2835.1318
 -0.70605,0.65441,-2.2816,0.3901,-1.1838,2.082,0.75589,0.85572,-2833.4512
 -0.78274,0.65441,-2.2835,0.3901,-1.1838,2.082,0.70957,0.84809,-2832.6008
 -0.78274,0.65441,-2.2835,0.3901,-1.1838,2.082,0.70957,0.84809,-2832.6008
 -0.78274,0.65441,-2.2835,0.3901,-1.2025,2.0804,0.70957,0.84809,-2832.5779
 -0.72507,0.65441,-2.2835,0.3901,-1.2025,2.0712,0.68152,0.84809,-2833.7097
 -0.72507,0.65441,-2.2835,0.3901,-1.2025,2.0712,0.68152,0.84809,-2833.7097
 -0.72507,0.65441,-2.2835,0.3901,-1.2025,2.0712,0.68152,0.84809,-2833.7097
 -0.68808,0.65441,-2.171,0.37115,-1.3388,2.0597,0.65879,0.82192,-2833.8352
 -0.58814,0.65441,-2.2058,0.41709,-1.3388,2.0597,0.69987,0.82881,-2834.2938
 -0.70792,0.65441,-2.2058,0.41709,-1.416,2.0597,0.69987,0.82881,-2833.2438
 -0.70792,0.65441,-2.2058,0.41709,-1.416,2.0597,0.69987,0.82881,-2833.2438
 -0.63076,0.65441,-2.3128,0.41709,-1.416,2.0597,0.71534,0.82881,-2833.4551
 -0.63076,0.65441,-2.3128,0.41709,-1.416,2.0597,0.71534,0.82881,-2833.4551
 -0.63076,0.65441,-2.3128,0.41709,-1.416,2.0597,0.71534,0.82881,-2833.4551
 -0.63076,0.65441,-2.3128,0.41709,-1.416,2.0597,0.71534,0.82881,-2833.4551
 -0.63076,0.65441,-2.3128,0.41709,-1.416,2.0597,0.71534,0.82881,-2833.4551
 -0.63076,0.65441,-2.3128,0.41709,-1.416,2.0597,0.71534,0.82881,-2833.4551
 -0.57395,0.65441,-2.2835,0.41709,-1.4697,2.0597,0.79166,0.82881,-2833.6209
 -0.57395,0.65441,-2.2835,0.37706,-1.4697,2.0597,0.79166,0.82881,-2833.1036
 -0.57395,0.65441,-2.2835,0.37706,-1.4697,2.0597,0.79166,0.82881,-2833.1036
 -0.50536,0.65441,-2.2989,0.37706,-1.5411,2.0597,0.7499,0.82881,-2833.2479
 -0.50536,0.65441,-2.2989,0.37706,-1.5181,2.0597,0.7499,0.82881,-2833.2423
 -0.50536,0.65441,-2.2194,0.41438,-1.6186,2.0597,0.7499,0.82881,-2833.7728
 -0.47783,0.62643,-2.1139,0.34218,-1.799,2.0597,0.7499,0.83523,-2834.5784
 -0.47783,0.62643,-2.1139,0.34218,-1.799,2.0597,0.7499,0.83523,-2834.5784
 -0.35158,0.63661,-2.1139,0.34218,-1.9995,2.0597,0.95554,0.83523,-2836.7964
 -0.35158,0.63661,-2.1139,0.34218,-1.9995,2.0597,0.95554,0.83523,-2836.7964
 -0.35158,0.63661,-2.1139,0.34218,-1.9995,2.0597,0.95554,0.83523,-2836.7964
 -0.43695,0.63661,-2.1216,0.34218,-1.9138,2.063,0.95554,0.83523,-2838.8309
 -0.36983,0.63661,-2.1502,0.34218,-1.9138,2.063,0.91587,0.83523,-2834.8535
 -0.36983,0.63661,-2.1502,0.34218,-1.9138,2.063,0.91587,0.83523,-2834.8535
 -0.36983,0.63661,-2.1502,0.34218,-1.9138,2.063,0.91587,0.83523,-2834.8535
 -0.36983,0.63661,-2.1502,0.34218,-1.9138,2.063,0.91587,0.83523,-2834.8535
 -0.36983,0.63661,-2.1502,0.34218,-1.9138,2.063,0.91587,0.83523,-2834.8535
 -0.33613,0.69604,-2.2094,0.50322,-1.9563,2.0818,0.83345,0.83523,-2835.1135
 -0.33613,0.69604,-2.2094,0.50322,-1.9563,2.0818,0.89795,0.83523,-2835.0519
 -0.33613,0.71788,-2.1946,0.50322,-1.9563,2.0965,0.8388,0.83523,-2836.0804
 -0.33613,0.71788,-2.1946,0.50322,-1.9563,2.0965,0.8388,0.83523,-2836.0804
 -0.33613,0.71788,-2.1946,0.50322,-1.9563,2.0965,0.8388,0.83523,-2836.0804
 -0.33613,0.71788,-2.1946,0.50322,-1.9563,2.0965,0.8388,0.83523,-2836.0804
 -0.33613,0.71788,-2.1946,0.50322,-1.9563,2.0965,0.8388,0.83523,-2836.0804
